Crop,Region,State,District,Season,Area_Acres,Avg_Rainfall_mm,Yield_Quintal,Soil_Type
Rice,Central,Chhattisgarh,District-33,Annual,73,1389,187.81,Red
Cotton,South,Karnataka,District-9,Rabi,95,1096,276.65,Black
Rice,West,Maharashtra,District-46,Rabi,43,1299,132.89,Alluvial
Maize,East,Odisha,District-20,Kharif,15,703,35.68,Red
Sugarcane,West,Gujarat,District-18,Kharif,99,1179,215.7,Sandy
Maize,West,Rajasthan,District-12,Kharif,30,640,94.77,Loamy
Wheat,Central,Madhya Pradesh,District-19,Kharif,65,459,148.2,Loamy
Pulses,East,Bihar,District-25,Annual,28,390,117.85,Red
Rice,East,Bihar,District-8,Annual,198,1029,816.45,Alluvial
Pulses,East,West Bengal,District-37,Kharif,76,448,166.64,Sandy
Cotton,Central,Chhattisgarh,District-3,Annual,66,793,199.25,Alluvial
Rice,West,Rajasthan,District-45,Kharif,60,1359,154.23,Loamy
Pulses,West,Rajasthan,District-14,Rabi,64,666,259.85,Red
Sugarcane,South,Andhra Pradesh,District-31,Rabi,260,1517,635.96,Black
Maize,West,Rajasthan,District-16,Rabi,137,557,499.15,Red
Cotton,North,Uttar Pradesh,District-20,Rabi,86,1087,236.19,Red
Maize,East,Bihar,District-48,Annual,71,667,252.59,Loamy
Rice,West,Maharashtra,District-24,Rabi,266,1481,592.7,Red
Cotton,North,Uttar Pradesh,District-16,Rabi,166,675,623.17,Alluvial
Sugarcane,Central,Madhya Pradesh,District-6,Annual,197,1410,634.52,Black
Maize,South,Tamil Nadu,District-7,Annual,202,870,571.54,Loamy
Pulses,South,Tamil Nadu,District-9,Annual,103,362,437.5,Black
Maize,North,Punjab,District-46,Annual,174,640,420.83,Loamy
Pulses,East,Odisha,District-20,Annual,97,368,370.31,Sandy
Pulses,East,Bihar,District-1,Rabi,212,543,479.75,Sandy
Pulses,South,Tamil Nadu,District-1,Rabi,222,492,913.54,Loamy
Cotton,Central,Chhattisgarh,District-13,Annual,36,709,72.15,Black
Cotton,North,Haryana,District-29,Kharif,35,1080,93.31,Loamy
Rice,West,Maharashtra,District-4,Kharif,125,937,423.53,Sandy
Sugarcane,North,Haryana,District-38,Annual,189,1569,786.28,Sandy
Sugarcane,East,West Bengal,District-6,Annual,275,1518,590.49,Black
Sugarcane,North,Uttar Pradesh,District-23,Kharif,107,1467,418.21,Loamy
Cotton,West,Rajasthan,District-44,Annual,136,787,566.68,Loamy
Sugarcane,South,Tamil Nadu,District-5,Annual,275,1425,973.27,Red
Sugarcane,Central,Madhya Pradesh,District-1,Annual,225,1349,959.73,Black
Sugarcane,West,Maharashtra,District-18,Annual,41,1536,136.51,Loamy
Wheat,Central,Madhya Pradesh,District-31,Kharif,103,450,396.82,Red
Cotton,Central,Chhattisgarh,District-11,Rabi,221,607,653.34,Black
Cotton,West,Gujarat,District-49,Kharif,53,756,136.59,Black
Maize,West,Maharashtra,District-42,Kharif,290,763,722.3,Alluvial
Rice,East,Bihar,District-20,Kharif,29,1285,85.68,Alluvial
Rice,North,Uttar Pradesh,District-35,Annual,175,996,717.89,Alluvial
Rice,Central,Chhattisgarh,District-15,Kharif,278,1413,1079.73,Black
Maize,East,West Bengal,District-47,Kharif,174,822,615.73,Alluvial
Rice,North,Uttar Pradesh,District-6,Annual,286,1246,1094.33,Loamy
Maize,South,Tamil Nadu,District-28,Annual,104,656,218.66,Black
Cotton,Central,Madhya Pradesh,District-44,Annual,280,670,1044.16,Alluvial
Rice,North,Uttar Pradesh,District-1,Kharif,136,1124,289.3,Sandy
Pulses,South,Karnataka,District-39,Annual,48,393,202.24,Loamy
Cotton,West,Rajasthan,District-14,Rabi,14,674,58.5,Black
Wheat,Central,Chhattisgarh,District-20,Rabi,238,765,662.97,Sandy
Maize,South,Andhra Pradesh,District-8,Kharif,145,883,384.21,Black
Wheat,South,Andhra Pradesh,District-46,Rabi,299,438,736.85,Sandy
Pulses,Central,Chhattisgarh,District-45,Kharif,223,474,789.14,Loamy
Pulses,South,Andhra Pradesh,District-22,Rabi,103,308,232.15,Loamy
Rice,East,Bihar,District-5,Annual,100,1345,446.36,Loamy
Rice,North,Punjab,District-9,Kharif,68,1420,253.63,Alluvial
Sugarcane,East,Odisha,District-34,Annual,102,1467,261.94,Loamy
Maize,East,Odisha,District-12,Kharif,233,758,518.78,Black
Maize,South,Tamil Nadu,District-18,Kharif,32,528,68.26,Red
Wheat,West,Rajasthan,District-48,Rabi,51,726,185.86,Red
Cotton,West,Rajasthan,District-48,Annual,115,698,317.35,Red
Wheat,West,Maharashtra,District-6,Kharif,141,678,385.42,Sandy
Pulses,West,Rajasthan,District-18,Annual,285,336,854.1,Sandy
Pulses,Central,Madhya Pradesh,District-9,Kharif,200,607,747.3,Red
Sugarcane,South,Tamil Nadu,District-20,Annual,28,1187,121.59,Red
Pulses,South,Andhra Pradesh,District-5,Annual,210,357,477.55,Loamy
Rice,East,West Bengal,District-39,Rabi,42,1295,175.4,Red
Maize,Central,Chhattisgarh,District-31,Kharif,124,821,371.04,Black
Pulses,East,Odisha,District-1,Annual,263,623,782.82,Alluvial
Pulses,Central,Chhattisgarh,District-33,Rabi,234,307,878.25,Red
Wheat,East,Odisha,District-17,Annual,18,718,62.1,Alluvial
Sugarcane,Central,Madhya Pradesh,District-5,Annual,238,1264,484,Red
Wheat,East,West Bengal,District-7,Annual,128,480,516.11,Black
Maize,North,Punjab,District-1,Rabi,222,680,575.59,Alluvial
Maize,Central,Madhya Pradesh,District-16,Kharif,132,538,390.53,Alluvial
Wheat,Central,Chhattisgarh,District-45,Annual,263,699,757.74,Red
Pulses,East,Bihar,District-48,Annual,31,414,125.86,Black
Wheat,South,Tamil Nadu,District-49,Kharif,258,604,1100.78,Sandy
Pulses,South,Karnataka,District-43,Annual,204,566,524.11,Sandy
Pulses,South,Andhra Pradesh,District-1,Annual,201,394,738.78,Alluvial
Wheat,Central,Madhya Pradesh,District-8,Rabi,282,646,664.47,Alluvial
Rice,East,Odisha,District-4,Rabi,31,1477,72.7,Loamy
Sugarcane,South,Karnataka,District-42,Rabi,58,1025,117.31,Black
Rice,East,Bihar,District-15,Annual,234,994,652.66,Red
Cotton,Central,Chhattisgarh,District-18,Annual,70,619,249.19,Loamy
Pulses,Central,Chhattisgarh,District-35,Kharif,267,330,1020.96,Sandy
Pulses,East,West Bengal,District-49,Rabi,11,333,26.98,Loamy
Cotton,South,Andhra Pradesh,District-32,Rabi,197,975,520.4,Sandy
Cotton,East,Bihar,District-10,Rabi,220,818,890.55,Alluvial
Pulses,North,Punjab,District-3,Kharif,54,538,119.82,Red
Cotton,East,Bihar,District-40,Rabi,236,787,740.47,Sandy
Sugarcane,East,Odisha,District-43,Kharif,285,1009,1240.88,Alluvial
Pulses,North,Uttar Pradesh,District-23,Rabi,93,610,209.68,Sandy
Rice,West,Rajasthan,District-9,Annual,100,1249,373.5,Red
Wheat,West,Maharashtra,District-22,Kharif,65,742,144.21,Red
Pulses,North,Punjab,District-45,Rabi,295,423,722.96,Alluvial
Pulses,West,Rajasthan,District-43,Annual,58,411,188.54,Black
Rice,South,Andhra Pradesh,District-6,Annual,256,1260,764.73,Red
Maize,West,Maharashtra,District-26,Kharif,257,899,1126.2,Red
Pulses,North,Uttar Pradesh,District-34,Kharif,299,679,683.5,Sandy
Pulses,East,West Bengal,District-23,Kharif,256,359,889.53,Black
Rice,Central,Madhya Pradesh,District-18,Rabi,258,1003,1029.37,Alluvial
Maize,North,Punjab,District-34,Kharif,247,797,664.28,Black
Cotton,North,Haryana,District-1,Rabi,201,930,882.49,Black
Sugarcane,West,Maharashtra,District-6,Kharif,114,1327,455.31,Sandy
Cotton,East,Odisha,District-35,Annual,165,1016,359.59,Red
Maize,Central,Madhya Pradesh,District-9,Rabi,43,768,106.34,Alluvial
Maize,Central,Chhattisgarh,District-6,Rabi,293,516,940.66,Loamy
Rice,South,Tamil Nadu,District-28,Annual,129,1238,330.06,Loamy
Pulses,West,Rajasthan,District-11,Annual,156,309,525.2,Alluvial
Wheat,Central,Madhya Pradesh,District-22,Kharif,130,580,564.62,Black
Cotton,South,Karnataka,District-15,Annual,109,1072,271.45,Red
Sugarcane,Central,Chhattisgarh,District-45,Annual,45,1577,147.83,Black
Rice,South,Karnataka,District-12,Rabi,38,1190,112.46,Alluvial
Pulses,East,Odisha,District-18,Annual,292,417,1309.52,Alluvial
Maize,East,Bihar,District-21,Kharif,137,587,552.13,Alluvial
Pulses,North,Punjab,District-11,Kharif,215,624,966.2,Black
Maize,Central,Chhattisgarh,District-6,Kharif,199,865,645.57,Red
Wheat,South,Tamil Nadu,District-5,Annual,109,645,301.93,Sandy
Rice,North,Punjab,District-10,Annual,64,1326,255.77,Sandy
Sugarcane,West,Gujarat,District-33,Annual,57,1076,195.01,Black
Rice,South,Karnataka,District-9,Annual,14,1253,54.35,Red
Sugarcane,North,Haryana,District-43,Rabi,49,1357,176.69,Loamy
Sugarcane,South,Tamil Nadu,District-11,Annual,279,1356,663.57,Red
Wheat,North,Punjab,District-9,Rabi,127,512,324.92,Sandy
Rice,North,Haryana,District-20,Rabi,159,1274,409.57,Sandy
Pulses,South,Tamil Nadu,District-1,Annual,276,346,991.21,Red
Maize,South,Tamil Nadu,District-14,Annual,164,758,724.61,Alluvial
Sugarcane,North,Haryana,District-10,Rabi,226,1357,737.14,Alluvial
Cotton,West,Gujarat,District-37,Rabi,36,1040,156.15,Red
Maize,Central,Chhattisgarh,District-41,Annual,107,768,358.35,Sandy
Sugarcane,Central,Chhattisgarh,District-25,Kharif,97,1169,275.72,Sandy
Pulses,East,Bihar,District-4,Kharif,137,510,415.88,Alluvial
Pulses,South,Karnataka,District-33,Rabi,197,446,427.67,Black
Maize,North,Punjab,District-12,Kharif,144,893,413.27,Loamy
Maize,South,Tamil Nadu,District-21,Annual,82,891,345.4,Black
Sugarcane,Central,Chhattisgarh,District-47,Rabi,168,1123,429.46,Red
Rice,West,Maharashtra,District-10,Kharif,126,1444,408.41,Red
Pulses,South,Tamil Nadu,District-8,Kharif,10,519,21.28,Alluvial
Pulses,West,Rajasthan,District-43,Rabi,165,619,569.45,Loamy
Rice,East,Bihar,District-18,Annual,42,1485,129.02,Red
Sugarcane,South,Tamil Nadu,District-20,Kharif,44,1283,141.63,Black
Maize,West,Maharashtra,District-21,Kharif,118,638,525.76,Alluvial
Maize,Central,Madhya Pradesh,District-16,Rabi,191,826,660.93,Alluvial
Maize,Central,Chhattisgarh,District-12,Kharif,36,631,100.12,Alluvial
Pulses,East,Bihar,District-8,Annual,174,464,563.94,Black
Sugarcane,North,Punjab,District-5,Kharif,279,1281,839.75,Red
Pulses,Central,Madhya Pradesh,District-36,Kharif,270,413,1102.26,Sandy
Sugarcane,South,Andhra Pradesh,District-30,Rabi,199,1316,496.4,Black
Cotton,Central,Madhya Pradesh,District-2,Rabi,83,876,329.54,Sandy
Wheat,North,Haryana,District-16,Annual,57,708,116.34,Sandy
Maize,East,Bihar,District-14,Rabi,74,892,225.85,Alluvial
Rice,West,Maharashtra,District-21,Rabi,22,977,94.45,Black
Cotton,East,Odisha,District-11,Annual,290,798,620.94,Black
Cotton,Central,Madhya Pradesh,District-35,Kharif,188,706,734.91,Alluvial
Rice,Central,Madhya Pradesh,District-39,Kharif,281,1484,912.68,Black
Cotton,North,Uttar Pradesh,District-27,Annual,78,665,193.29,Black
Rice,South,Karnataka,District-46,Rabi,185,1019,792.93,Alluvial
Wheat,East,Odisha,District-2,Kharif,162,685,339.8,Loamy
Maize,East,West Bengal,District-34,Annual,294,762,1196.49,Red
Cotton,West,Rajasthan,District-28,Annual,71,772,170.81,Red
Cotton,North,Uttar Pradesh,District-9,Annual,51,658,118.48,Loamy
Wheat,West,Gujarat,District-45,Rabi,63,513,278.2,Sandy
Maize,East,Odisha,District-39,Rabi,189,605,565.27,Red
Pulses,Central,Madhya Pradesh,District-7,Kharif,105,471,451.61,Sandy
Wheat,South,Andhra Pradesh,District-14,Kharif,171,578,569.96,Loamy
Pulses,South,Andhra Pradesh,District-12,Kharif,243,455,886.46,Alluvial
Wheat,Central,Chhattisgarh,District-35,Rabi,168,659,447.92,Loamy
Sugarcane,West,Maharashtra,District-48,Annual,29,1420,87.85,Sandy
Sugarcane,South,Karnataka,District-5,Rabi,257,1040,822.99,Sandy
Wheat,South,Tamil Nadu,District-9,Annual,20,503,48.44,Red
Maize,North,Haryana,District-29,Rabi,31,827,108.85,Loamy
Cotton,South,Andhra Pradesh,District-21,Kharif,200,872,511.87,Red
Maize,East,Odisha,District-30,Annual,288,552,727.53,Sandy
Rice,West,Rajasthan,District-47,Annual,79,1419,262.55,Sandy
Pulses,South,Tamil Nadu,District-26,Rabi,25,558,72.36,Sandy
Cotton,South,Andhra Pradesh,District-23,Annual,299,1006,992.77,Sandy
Wheat,West,Rajasthan,District-25,Rabi,273,764,1083.83,Sandy
Sugarcane,Central,Madhya Pradesh,District-31,Rabi,56,1020,232.39,Loamy
Cotton,South,Andhra Pradesh,District-46,Kharif,140,812,523.91,Loamy
Pulses,Central,Madhya Pradesh,District-11,Annual,12,515,47.91,Alluvial
Maize,Central,Madhya Pradesh,District-6,Kharif,224,528,653.7,Black
Maize,West,Rajasthan,District-32,Kharif,51,729,131.98,Alluvial
Cotton,South,Tamil Nadu,District-23,Rabi,59,1054,210.09,Red
Wheat,West,Rajasthan,District-2,Kharif,100,676,419.62,Black
Pulses,Central,Chhattisgarh,District-9,Annual,48,453,209.43,Alluvial
Rice,Central,Chhattisgarh,District-40,Kharif,216,1468,683.51,Red
Maize,East,Odisha,District-7,Annual,122,894,367.9,Black
Rice,South,Tamil Nadu,District-44,Annual,163,1195,502.86,Loamy
Maize,West,Maharashtra,District-15,Kharif,53,649,190.41,Alluvial
Cotton,North,Punjab,District-5,Rabi,103,872,223.11,Sandy
Wheat,East,Odisha,District-27,Kharif,208,442,608.95,Loamy
Wheat,East,Odisha,District-49,Rabi,141,791,620.37,Red
Sugarcane,North,Haryana,District-3,Kharif,274,1040,612.94,Loamy
Wheat,South,Andhra Pradesh,District-44,Annual,156,736,690.85,Alluvial
Rice,West,Gujarat,District-10,Kharif,234,1025,554.96,Red
Cotton,West,Gujarat,District-32,Annual,138,871,566.99,Loamy
Rice,Central,Chhattisgarh,District-15,Annual,258,1355,705.65,Sandy
Cotton,Central,Chhattisgarh,District-23,Kharif,47,865,150.83,Alluvial
Rice,North,Haryana,District-1,Annual,108,1106,479.04,Alluvial
Rice,South,Andhra Pradesh,District-42,Kharif,144,1291,437.36,Red
Cotton,South,Karnataka,District-26,Rabi,205,642,492.68,Black
Sugarcane,East,Bihar,District-41,Rabi,271,1579,603.4,Black
Wheat,South,Tamil Nadu,District-4,Annual,252,416,688.39,Sandy
Maize,Central,Chhattisgarh,District-50,Rabi,280,848,599.1,Black
Wheat,East,Bihar,District-3,Annual,102,544,274.74,Alluvial
Cotton,West,Rajasthan,District-39,Kharif,54,625,110.11,Loamy
Sugarcane,North,Punjab,District-34,Annual,95,1287,191.86,Black
Rice,North,Uttar Pradesh,District-38,Rabi,37,1424,163.59,Sandy
Wheat,South,Tamil Nadu,District-27,Rabi,241,517,665.77,Alluvial
Wheat,North,Haryana,District-17,Annual,211,484,906.8,Loamy
Wheat,North,Uttar Pradesh,District-40,Rabi,192,643,816.44,Loamy
Maize,North,Haryana,District-30,Rabi,51,897,111.43,Sandy
Wheat,North,Haryana,District-9,Rabi,54,550,199.53,Black
Rice,North,Haryana,District-35,Kharif,164,1121,617.57,Red
Wheat,South,Karnataka,District-39,Kharif,36,531,157.57,Alluvial
Maize,East,Odisha,District-19,Rabi,125,525,263.58,Alluvial
Pulses,North,Uttar Pradesh,District-32,Annual,108,391,479.6,Sandy
Rice,West,Gujarat,District-31,Annual,243,1149,788.75,Loamy
Cotton,Central,Madhya Pradesh,District-21,Annual,291,924,715.8,Loamy
Rice,South,Tamil Nadu,District-26,Kharif,66,1240,143.58,Sandy
Maize,West,Maharashtra,District-28,Kharif,62,645,200.47,Red
Rice,South,Andhra Pradesh,District-34,Rabi,200,994,489.02,Red
Cotton,East,Odisha,District-12,Kharif,272,955,756.5,Alluvial
Pulses,North,Uttar Pradesh,District-45,Kharif,254,528,760.46,Black
Maize,South,Andhra Pradesh,District-46,Rabi,208,590,424.73,Alluvial
Maize,East,West Bengal,District-1,Kharif,281,839,1223.92,Red
Rice,South,Tamil Nadu,District-48,Annual,213,987,520.22,Black
Pulses,East,Bihar,District-23,Annual,139,532,445.29,Alluvial
Cotton,West,Rajasthan,District-18,Kharif,22,962,52.66,Black
Pulses,Central,Madhya Pradesh,District-37,Rabi,90,590,262.19,Alluvial
Sugarcane,North,Haryana,District-27,Annual,93,1098,413.54,Red
Pulses,West,Maharashtra,District-45,Rabi,31,362,112.2,Sandy
Sugarcane,East,West Bengal,District-33,Rabi,252,1397,794.88,Sandy
Wheat,North,Uttar Pradesh,District-48,Kharif,94,500,293.43,Alluvial
Cotton,North,Haryana,District-18,Kharif,37,826,134.27,Black
Rice,North,Uttar Pradesh,District-33,Annual,138,1290,342.44,Loamy
Sugarcane,Central,Chhattisgarh,District-14,Annual,255,1534,1120.88,Loamy
Rice,North,Haryana,District-48,Kharif,255,1181,546.41,Loamy
Cotton,South,Tamil Nadu,District-14,Rabi,25,813,109.22,Red
Pulses,North,Haryana,District-43,Kharif,63,563,183.01,Loamy
Maize,East,Bihar,District-32,Rabi,31,591,126.7,Loamy
Rice,North,Haryana,District-24,Kharif,16,1259,52.79,Red
Maize,North,Punjab,District-21,Rabi,300,821,817.93,Sandy
Maize,East,Bihar,District-16,Annual,22,888,89.18,Sandy
Maize,East,Odisha,District-48,Kharif,36,850,112.07,Loamy
Pulses,West,Rajasthan,District-41,Rabi,181,620,495.2,Black
Rice,North,Uttar Pradesh,District-9,Rabi,27,1496,62.41,Black
Cotton,Central,Madhya Pradesh,District-44,Kharif,36,808,144.03,Sandy
Sugarcane,East,Odisha,District-32,Rabi,133,1410,347.3,Alluvial
Pulses,East,Odisha,District-45,Kharif,103,485,331.02,Loamy
Pulses,West,Rajasthan,District-9,Kharif,238,622,993.52,Red
Wheat,North,Punjab,District-43,Annual,37,497,139.06,Red
Rice,West,Gujarat,District-22,Rabi,295,1188,1269.83,Alluvial
Rice,Central,Chhattisgarh,District-27,Rabi,95,1119,368.1,Red
Wheat,Central,Chhattisgarh,District-12,Rabi,223,476,649.53,Alluvial
Cotton,South,Karnataka,District-46,Rabi,86,691,183.38,Alluvial
Cotton,West,Gujarat,District-39,Kharif,151,638,618.3,Loamy
Pulses,Central,Madhya Pradesh,District-25,Rabi,76,351,263.64,Alluvial
Sugarcane,Central,Chhattisgarh,District-40,Annual,283,1222,862.67,Sandy
Cotton,North,Uttar Pradesh,District-24,Rabi,124,665,510.35,Loamy
Wheat,Central,Chhattisgarh,District-32,Annual,96,494,223.74,Black
Pulses,East,Bihar,District-22,Kharif,82,551,237.2,Loamy
Cotton,Central,Madhya Pradesh,District-1,Annual,167,766,456.83,Loamy
Cotton,North,Punjab,District-50,Annual,290,737,1303.12,Loamy
Sugarcane,West,Gujarat,District-24,Annual,209,1264,897,Sandy
Wheat,West,Maharashtra,District-45,Annual,227,463,548.58,Loamy
Maize,West,Maharashtra,District-28,Kharif,147,570,384.31,Black
Pulses,West,Maharashtra,District-41,Rabi,253,513,640.04,Black
Pulses,North,Punjab,District-5,Kharif,35,330,140.25,Red
Wheat,South,Andhra Pradesh,District-3,Annual,128,624,469.32,Sandy
Pulses,West,Rajasthan,District-25,Annual,252,499,511.06,Red
Pulses,East,Bihar,District-41,Kharif,35,690,79.18,Sandy
Rice,Central,Chhattisgarh,District-7,Rabi,170,1177,535.52,Loamy
Maize,East,Bihar,District-26,Kharif,181,758,370.43,Red
Sugarcane,Central,Madhya Pradesh,District-47,Rabi,168,1220,706.27,Loamy
Maize,East,West Bengal,District-1,Rabi,273,608,884.96,Sandy
Sugarcane,South,Andhra Pradesh,District-27,Annual,278,1265,810.24,Red
Wheat,Central,Madhya Pradesh,District-1,Annual,243,758,536.61,Black
Maize,South,Andhra Pradesh,District-14,Rabi,169,614,603.81,Black
Rice,Central,Chhattisgarh,District-17,Kharif,174,1076,667.96,Alluvial
Wheat,North,Punjab,District-8,Annual,21,425,75.91,Red
Pulses,Central,Chhattisgarh,District-50,Rabi,224,468,850.46,Black
Wheat,South,Karnataka,District-47,Annual,205,641,854.3,Red
Wheat,East,Bihar,District-21,Annual,106,710,453.29,Alluvial
Maize,North,Uttar Pradesh,District-31,Kharif,255,591,652.94,Black
Maize,Central,Madhya Pradesh,District-24,Annual,42,871,140.48,Red
Wheat,West,Rajasthan,District-20,Annual,271,458,647.2,Black
Wheat,South,Karnataka,District-9,Kharif,147,431,417.03,Red
Sugarcane,West,Maharashtra,District-13,Kharif,178,1028,499.43,Loamy
Wheat,West,Rajasthan,District-8,Annual,230,676,976.63,Red
Pulses,North,Haryana,District-47,Kharif,28,688,86.98,Black
Wheat,West,Gujarat,District-26,Annual,224,564,481.34,Black
Rice,Central,Chhattisgarh,District-42,Annual,39,990,159.76,Red
Wheat,East,Odisha,District-27,Kharif,300,562,830.46,Loamy
Sugarcane,West,Gujarat,District-49,Kharif,64,1077,192.22,Loamy
Rice,West,Rajasthan,District-43,Rabi,23,1213,50.32,Loamy
Rice,West,Gujarat,District-37,Rabi,165,1002,573.13,Black
Wheat,West,Rajasthan,District-15,Annual,240,545,531.95,Alluvial
Sugarcane,West,Rajasthan,District-24,Annual,132,1539,591.54,Alluvial
Pulses,West,Gujarat,District-16,Rabi,245,562,937.37,Black
Wheat,South,Karnataka,District-6,Annual,38,667,98.19,Loamy
Maize,East,West Bengal,District-4,Annual,102,702,457.05,Alluvial
Maize,West,Rajasthan,District-45,Annual,131,851,286.5,Loamy
Wheat,North,Punjab,District-2,Annual,73,648,280.73,Alluvial
Pulses,South,Karnataka,District-9,Annual,57,346,170.24,Red
Pulses,South,Karnataka,District-49,Kharif,266,536,1028.15,Red
Rice,South,Andhra Pradesh,District-6,Kharif,108,1083,471.12,Red
Wheat,South,Andhra Pradesh,District-43,Rabi,267,739,717.45,Loamy
Wheat,North,Punjab,District-46,Rabi,19,700,61.25,Alluvial
Pulses,South,Karnataka,District-10,Annual,186,627,545.52,Red
Cotton,West,Rajasthan,District-43,Rabi,271,1089,1143.78,Red
Maize,Central,Madhya Pradesh,District-4,Rabi,294,833,1165.94,Loamy
Cotton,South,Andhra Pradesh,District-4,Annual,78,707,252.87,Loamy
Maize,Central,Chhattisgarh,District-41,Rabi,188,886,842.35,Alluvial
Pulses,West,Maharashtra,District-33,Annual,78,329,228.18,Loamy
Pulses,West,Maharashtra,District-30,Kharif,243,345,613.27,Black
Maize,East,West Bengal,District-18,Kharif,251,647,867.17,Sandy
Wheat,North,Haryana,District-10,Rabi,84,724,287.41,Red
Sugarcane,Central,Chhattisgarh,District-32,Kharif,35,1211,130.49,Loamy
Rice,West,Gujarat,District-22,Kharif,148,1193,552.57,Black
Pulses,South,Karnataka,District-8,Kharif,18,689,50.78,Black
Cotton,West,Rajasthan,District-32,Annual,18,1016,60.56,Loamy
Pulses,South,Karnataka,District-12,Kharif,37,419,105.92,Loamy
Pulses,West,Gujarat,District-28,Annual,292,626,633.8,Loamy
Rice,Central,Madhya Pradesh,District-2,Rabi,239,1045,490.64,Sandy
Cotton,North,Uttar Pradesh,District-28,Annual,14,832,54.69,Red
Sugarcane,West,Rajasthan,District-45,Kharif,168,1082,521.36,Black
Sugarcane,North,Uttar Pradesh,District-7,Kharif,252,1015,806.1,Alluvial
Cotton,South,Tamil Nadu,District-32,Kharif,294,977,999.61,Alluvial
Cotton,East,Odisha,District-36,Annual,230,881,573.9,Sandy
Pulses,Central,Madhya Pradesh,District-16,Annual,192,519,402.73,Sandy
Rice,Central,Madhya Pradesh,District-4,Rabi,46,1414,194.61,Black
Pulses,West,Gujarat,District-38,Rabi,261,406,725.92,Sandy
Maize,Central,Chhattisgarh,District-18,Annual,221,873,970.4,Black
Cotton,North,Uttar Pradesh,District-16,Kharif,154,1008,641.17,Sandy
Sugarcane,Central,Madhya Pradesh,District-15,Kharif,40,1363,83.59,Red
Rice,North,Uttar Pradesh,District-33,Annual,201,1147,667.86,Black
Cotton,West,Rajasthan,District-9,Kharif,82,819,214.22,Red
Cotton,Central,Chhattisgarh,District-43,Kharif,253,700,612.08,Red
Wheat,Central,Madhya Pradesh,District-42,Kharif,229,516,960.97,Red
Cotton,North,Punjab,District-6,Rabi,41,1026,131.17,Red
Maize,West,Maharashtra,District-28,Annual,101,793,350.35,Alluvial
Wheat,North,Uttar Pradesh,District-50,Annual,291,471,1086.44,Red
Pulses,North,Punjab,District-17,Annual,39,700,98.95,Alluvial
Rice,South,Karnataka,District-16,Rabi,97,941,290.67,Black
Maize,East,Odisha,District-11,Kharif,163,781,501.22,Loamy
Cotton,East,Bihar,District-1,Rabi,138,688,429.56,Red
Cotton,North,Haryana,District-17,Rabi,90,730,244.4,Sandy
Wheat,North,Uttar Pradesh,District-8,Annual,131,712,546.4,Loamy
Sugarcane,North,Haryana,District-44,Annual,271,1213,1122.29,Alluvial
Pulses,Central,Chhattisgarh,District-15,Kharif,122,422,355.86,Loamy
Sugarcane,Central,Chhattisgarh,District-23,Rabi,170,1446,755.99,Red
Cotton,Central,Madhya Pradesh,District-30,Kharif,224,1013,535.18,Alluvial
Wheat,Central,Chhattisgarh,District-44,Kharif,87,575,234.19,Alluvial
Maize,West,Gujarat,District-41,Rabi,173,518,413.74,Alluvial
Pulses,North,Punjab,District-37,Rabi,110,313,474.49,Sandy
Maize,West,Gujarat,District-9,Kharif,148,886,321.23,Black
Sugarcane,North,Haryana,District-48,Annual,133,1089,274.4,Red
Wheat,North,Haryana,District-16,Rabi,142,656,631.03,Alluvial
Maize,North,Uttar Pradesh,District-23,Kharif,143,813,567.72,Loamy
Rice,North,Uttar Pradesh,District-45,Rabi,258,1140,751.67,Loamy
Pulses,East,West Bengal,District-34,Kharif,148,449,566.25,Black
Rice,East,Odisha,District-25,Rabi,44,1488,142.58,Sandy
Pulses,Central,Chhattisgarh,District-38,Rabi,190,475,387.52,Loamy
Wheat,Central,Chhattisgarh,District-32,Rabi,282,555,1097.79,Black
Wheat,East,Bihar,District-47,Kharif,15,676,52.4,Red
Pulses,West,Maharashtra,District-41,Kharif,51,612,156.44,Alluvial
Sugarcane,South,Tamil Nadu,District-24,Annual,74,1365,186.91,Red
Wheat,South,Tamil Nadu,District-30,Kharif,201,511,798.36,Sandy
Maize,East,Bihar,District-36,Annual,98,573,278.89,Loamy
Pulses,West,Maharashtra,District-23,Kharif,29,325,99.47,Loamy
Sugarcane,South,Tamil Nadu,District-6,Rabi,250,1488,943.78,Sandy
Rice,West,Maharashtra,District-5,Rabi,234,981,915.05,Black
Wheat,East,Odisha,District-40,Annual,232,485,834.8,Red
Wheat,South,Tamil Nadu,District-10,Annual,48,578,215.6,Sandy
Maize,North,Punjab,District-38,Rabi,114,514,510.74,Loamy
Pulses,East,Odisha,District-40,Rabi,10,402,37.4,Black
Maize,South,Andhra Pradesh,District-34,Kharif,38,539,142.16,Black
Pulses,North,Haryana,District-35,Annual,51,527,133.3,Alluvial
Cotton,East,West Bengal,District-48,Kharif,187,785,526.5,Loamy
Pulses,North,Haryana,District-26,Rabi,284,700,737.9,Loamy
Sugarcane,East,Odisha,District-44,Rabi,135,1316,306.45,Red
Sugarcane,South,Karnataka,District-9,Annual,11,1275,34.31,Red
Rice,Central,Chhattisgarh,District-46,Rabi,163,1216,355.36,Red
Pulses,North,Punjab,District-14,Annual,75,541,297.52,Black
Cotton,Central,Chhattisgarh,District-21,Kharif,234,657,736.27,Alluvial
Wheat,North,Punjab,District-38,Kharif,35,528,122.16,Red
